rightUp,rightHip,rightHand,rightLeg,leftUp,leftHip,leftHnad,leftLeg,frame,workout
98.99941226118558,165.21890393272415,170.54667155699804,173.78871037036035,-97.73678028092732,194.20871513267718,-171.6874107957995,186.65737323840548,-1,0
99.94048635609508,165.14137226306616,171.1271226270492,174.06834363271645,-98.451395370177,194.33894915630464,-171.30238512192497,185.82635395186807,-1,0
100.616513936413,165.11588165772116,170.98114834923194,174.12511714109053,-98.78922007798181,194.48201760348604,-170.63112549371192,185.11210041507556,-1,0
100.82021623502581,165.83945126044526,171.61708793482907,174.229477680122,-99.52804071793135,194.5082501905556,-170.99304688808542,184.90790317055433,-1,0
100.93257984679266,165.99747011259763,171.46536584920406,174.6184650928731,-100.10878752766469,194.89295688559045,-171.12819780331165,184.35293653481554,-1,0
100.73052854698989,165.83737560739615,172.04338434340767,175.49590163241342,-100.87108686246609,195.50828844676647,-171.24577096488937,184.35771323544918,-1,0
100.19205164534748,165.37029855241855,171.18783599440215,177.1300982333419,-100.87890608802736,195.35721314253902,-171.40175939232523,184.7215565177112,-1,0
99.83800525940943,165.0501553346858,171.5148885120754,178.61637478750717,-101.43557959743681,195.49956407788417,-171.35964252218176,185.09230687713335,-1,0
99.33918307515442,164.88411986424626,171.88862529196194,178.75781783627613,-101.50332292745821,195.64345537106968,-171.02214237931904,185.03365001090086,-1,0
97.80375593923411,165.93716713019174,172.04153012068167,178.46238389601262,-102.12260883150171,195.8801406654696,-171.16644613812556,186.29143104583332,-1,0
96.95873764551337,166.4836387644446,172.16342517800794,178.24010028596052,-103.55970808242921,196.30554045566544,-171.61247000249156,187.6139943967748,-1,0
96.7230484331192,166.80722422178346,172.25254387286435,177.27607972367147,-103.82012111025985,197.0558282522156,-171.64964908906646,187.1322212710451,-1,0
96.9498018652687,166.69565558673338,172.78177528485284,176.59707183189786,-103.51675072044564,196.89007533336394,-171.5974507284662,186.76464649933726,-1,0
96.51335337111966,167.63889498165966,172.83858587473793,175.22703525823886,-104.00213379431165,197.35621171347861,-171.5168519262486,186.43930256743076,-1,0
96.14946787490491,168.43979953611017,172.9944405848651,174.27755135188445,-105.06990652995906,198.05321151140996,-171.62934294579046,186.22749293996847,-1,0
95.43800190031713,168.9297789388687,172.87837795980624,174.02262836653844,-105.98724998992583,198.4822447431311,-171.3182321030336,186.26189046531505,-1,0
95.86962472842924,168.46291178079315,172.57191067046904,173.70863249493937,-105.52959037533184,198.0745094827028,-171.19494048967812,185.644132308241,-1,0
96.00370804658402,168.40674534862006,171.8060862171382,173.6234945700085,-105.69363394686319,198.1989689925779,-170.94189914877794,185.41668286030585,-1,0
95.94786713014935,168.4370814503981,171.4094081475172,173.7249422616192,-105.78547181969597,198.34912211670704,-170.29872062063592,185.38279315967074,-1,0
96.12541601349288,168.22948519338723,171.07600717079762,174.2519708020257,-105.59282559800954,198.32467461304503,-169.9687546844276,185.2255130167663,-1,0
96.2756375934324,168.04363151609917,170.8883288290791,174.5597842979098,-105.48419858246874,198.3398995056787,-169.11283937722428,185.13773635837742,-1,0
96.59669411241275,167.65839955743283,170.63569486948992,175.09717143532117,-105.40605566500874,198.1138391637371,-169.01604412162416,185.1583151654769,-1,0
97.27123019242927,166.94795265504055,170.64817610093132,175.8165086665208,-105.3041032360974,197.86770468216304,-168.93309749802813,185.30743165643972,-1,0
98.71765389964673,165.38306343677226,170.3723125907833,176.06223182391,-104.271908488995,196.6258457527663,-168.6262723306728,185.74517182752294,-1,0
99.59773845514796,163.87584965143375,169.17343353343804,176.10951815635448,-102.78968065448153,194.81706660041917,-168.62308527625248,186.69622402090076,-1,0
101.05374669698513,162.37716186577038,169.99354868114239,175.59597323326958,-100.43463996211071,192.31443551353078,-169.52354143119518,187.61537203756814,-1,0
100.82499660374998,161.38232306813535,170.23783111385112,174.39726802962437,-97.58271517756276,189.91542858370488,-172.28293649765175,188.78078059405775,-1,0
99.17427319629515,161.64384211881082,170.60165391676122,173.52595394967489,-95.34172631421947,189.69521462615475,185.2904188432636,188.326486913978,-1,0
97.2741013612062,162.57307346636526,170.70000081097766,172.25267978208538,-92.05036416789892,189.70809132919578,186.26558284610974,187.35939240848882,-1,0
95.96097104076219,162.4030905268151,171.23701388156383,170.9051522142832,-88.3649181024635,189.11118379066738,187.0836189573456,185.9015153362352,-1,0
93.32176529303605,162.71298449222436,171.85033669756402,169.81072443255883,-84.45986718978047,188.97621490511955,186.98830814392136,184.32805821223388,-1,0
90.12268858922278,162.43166925409713,170.27862984837253,170.38338980596862,-80.72523552972602,189.8208696035001,188.77530697501143,182.6529392475,-1,0
86.88217241493804,162.2400861472315,167.74833843416093,170.7423553357588,-77.3161048406494,190.36132103379256,189.90147674946888,181.65384753493421,-1,0
83.63473073303163,162.13445928366704,166.74691072068947,172.56354276097827,-74.84685771967777,191.6724445742652,189.472256688604,180.86611162558245,-1,0
79.95213403647038,162.5932151966425,167.3409631298521,173.57187444407333,-71.44433016860498,192.3093644700091,188.36530946923207,180.57611591070312,-1,0
76.18909965432707,163.56713774327483,170.61247186251936,174.19075427850095,-67.51151317642909,192.85387421145037,188.98164809578924,181.1306903891504,-1,0
71.24095233243999,165.52391648689357,170.52203037769297,173.5096242771925,-64.41314416986552,193.8453286249744,188.03411241776587,182.9003075528229,-1,0
64.91330564001277,167.2146936341366,170.2372636470668,172.89420447291954,-61.60287298812952,194.87706964919042,186.08365784170036,184.75226404462626,-1,0
58.70367237517472,166.49596893750055,167.67574729123777,173.36367455248643,-57.57442645738885,194.48446870550123,184.22971692559742,185.81134213061074,-1,0
53.62571540219505,166.4914662862933,169.603293107945,173.21125647592797,-52.70421839999035,193.91774156505102,183.2017138945457,186.04107142496963,-1,0
45.91753490824219,167.70545377620263,167.44484408542255,171.8131039169511,-49.29297339553752,194.3663936024662,179.7422016852236,185.76999371711113,-1,0
39.723419085566725,168.2291655024417,166.94266924812266,171.97341078910247,-45.573065170104066,194.41016199224254,176.05839472767823,185.56236456140184,-1,0
35.86034890123379,168.5082764396578,172.32043921954747,172.77514804804636,-42.61090670342907,194.7314623286554,171.74653586415744,185.48224141474253,-1,0
32.73335519922263,167.87334981034988,174.36328269571771,173.73579539500574,-37.85907724392329,194.5166663745756,172.31929823383803,185.58897110712215,-1,0
29.88100315950275,167.8055240236408,181.1496923146311,174.4912059988573,-34.7644223185718,193.85033239898794,167.70452416387775,186.1297135428529,-1,0
28.287483352546516,166.88334355841093,186.4516194935661,175.92191832824358,-33.95700643420684,191.50037611012917,164.86275109352485,187.68931153675607,-1,0
27.453134073435837,166.20041371016134,188.30360791167718,176.98487140500896,-33.36439546035212,191.4199105990946,164.53023766465918,187.88080903648267,-1,0
27.444359714581843,165.77803892459391,188.19475752790026,177.6875834753268,-32.43278279438872,191.69711236409856,167.61850142172844,187.5272822414242,-1,0
27.69594979676525,166.12957781064134,184.54121542499124,177.5468729161973,-32.73376397200249,191.69874277456051,170.52812912790262,187.74388371133642,-1,0
30.329779856358968,166.23193425176046,183.41652116079499,177.6801889836111,-33.261888742280334,192.3830340492767,174.8401467611105,187.07759679718188,-1,0
32.82303092459276,166.58404849788676,182.4889490451458,177.69707357288735,-34.48457065242897,192.64254375939075,176.80891789185807,187.04427116616245,-1,0
34.614639775006495,167.7632775768054,177.8642074276932,177.05053618064068,-38.448238261402494,193.56511562919465,185.64676257811198,187.10548762882507,-1,0
36.42251302392479,168.34316766396435,165.42826679286023,175.37479076772254,-45.07582510763558,194.33454220635727,187.1573198505672,188.098581386353,-1,0
40.4960257651625,166.93104484973148,161.20176619153136,175.43680313011404,-49.37844492661681,193.39950929733604,190.58854222574777,190.18743330878797,-1,0
49.1727022964043,164.7936951397552,163.524342139444,175.8850211249191,-53.98921786919894,192.2008639281581,192.69781657958058,191.59752437902816,-1,0
55.121629950905024,164.3062430438565,163.34553499261364,175.54383590626912,-59.41088462780361,191.74432206096458,193.73000359307142,192.04242823353596,-1,0
59.564536283990286,165.0904736367916,163.41920479805626,175.00592872476744,-65.04325351098598,191.79674612890034,191.79768914737545,192.18311316632023,-1,0
63.70473595288309,165.51361166708406,163.94198176586224,174.59822651614422,-70.22601675352489,192.41739974966052,191.4019309231046,192.0269766602952,-1,0
70.52843417952674,165.70539462099094,168.72959451960875,174.10370566786708,-73.45932989218545,192.49118494405838,192.8635859323244,191.82370271545363,-1,0
74.39092171958798,165.6402986824209,169.20410617751827,173.95803227010438,-78.38363976001031,192.5349666117812,193.0123083763894,191.93808275467555,-1,0
78.07964084899393,165.43593995822638,168.0230251911072,173.63450681826458,-82.37705819938398,192.06687085871945,192.46925691644094,192.48656193820668,-1,0
81.60008139495075,165.68998248381163,168.78121179001607,172.77527299220534,-87.53463960257392,192.39303847410736,189.1219093528196,192.31475846481035,-1,0
